Quantity,Profit per unit,Month,Year,Product ID,Product,Profit,,,,,Year,Month,Product,Profit
38,100,12,2003,CC,Classic Cars,3800,,,,,,,,
41,100,1,2004,CC,Classic Cars,4100,,,,,,,,
24,100,2,2004,CC,Classic Cars,2400,,,,,,,,
37,100,4,2004,CC,Classic Cars,3700,,,,,,,,
33,100,6,2004,CC,Classic Cars,3300,,,,,,,,
49,100,7,2004,CC,Classic Cars,4900,,,,,,,,
29,100,8,2004,CC,Classic Cars,2900,,,,,,,,
24,100,8,2004,CC,Classic Cars,2400,,,,,,,,
47,100,10,2003,CC,Classic Cars,4700,,,,,,,,
24,100,10,2004,CC,Classic Cars,2400,,,,,,,,
25,100,11,2004,CC,Classic Cars,2500,,,,,,,,
30,32.47,11,2004,CC,Classic Cars,974.1,,,,,,,,
22,100,11,2004,CC,Classic Cars,2200,,,,,,,,
27,64.69,12,2004,CC,Classic Cars,1746.63,,,,,,,,
34,100,1,2005,CC,Classic Cars,3400,,,,,,,,
36,100,2,2005,CC,Classic Cars,3600,,,,,,,,
34,43.05,3,2005,CC,Classic Cars,1463.7,,,,,,,,
48,100,4,2005,CC,Classic Cars,4800,,,,,,,,
34,100,5,2005,CC,Classic Cars,3400,,,,,,,,
24,100,1,2003,CC,Classic Cars,2400,,,,,,,,
46,100,4,2003,CC,Classic Cars,4600,,,,,,,,
45,100,6,2003,CC,Classic Cars,4500,,,,,,,,
39,100,8,2003,CC,Classic Cars,3900,,,,,,,,
43,100,9,2003,CC,Classic Cars,4300,,,,,,,,
29,100,10,2003,CC,Classic Cars,2900,,,,,,,,
20,100,11,2003,CC,Classic Cars,2000,,,,,,,,
46,100,11,2003,CC,Classic Cars,4600,,,,,,,,
27,100,11,2003,CC,Classic Cars,2700,,,,,,,,
44,100,12,2003,CC,Classic Cars,4400,,,,,,,,
43,100,2,2004,CC,Classic Cars,4300,,,,,,,,
49,100,3,2004,CC,Classic Cars,4900,,,,,,,,
40,100,5,2004,CC,Classic Cars,4000,,,,,,,,
30,100,6,2004,CC,Classic Cars,3000,,,,,,,,
50,100,7,2004,CC,Classic Cars,5000,,,,,,,,
23,100,8,2004,CC,Classic Cars,2300,,,,,,,,
26,100,9,2004,CC,Classic Cars,2600,,,,,,,,
27,100,10,2004,CC,Classic Cars,2700,,,,,,,,
42,100,10,2004,CC,Classic Cars,4200,,,,,,,,
47,100,11,2004,CC,Classic Cars,4700,,,,,,,,
49,100,11,2004,CC,Classic Cars,4900,,,,,,,,
38,100,12,2004,CC,Classic Cars,3800,,,,,,,,
20,100,12,2004,CC,Classic Cars,2000,,,,,,,,
25,100,1,2005,CC,Classic Cars,2500,,,,,,,,
25,88,2,2005,CC,Classic Cars,2200,,,,,,,,
41,100,5,2005,CC,Classic Cars,4100,,,,,,,,
28,100,5,2005,CC,Classic Cars,2800,,,,,,,,
26,100,3,2003,CC,Classic Cars,2600,,,,,,,,
46,100,5,2003,CC,Classic Cars,4600,,,,,,,,
37,100,7,2003,CC,Classic Cars,3700,,,,,,,,
27,100,9,2003,CC,Classic Cars,2700,,,,,,,,
23,100,10,2003,CC,Classic Cars,2300,,,,,,,,
39,100,11,2003,CC,Classic Cars,3900,,,,,,,,
27,100,11,2003,CC,Classic Cars,2700,,,,,,,,
38,100,11,2003,CC,Classic Cars,3800,,,,,,,,
27,100,12,2003,CC,Classic Cars,2700,,,,,,,,
40,100,1,2004,CC,Classic Cars,4000,,,,,,,,
24,100,2,2004,CC,Classic Cars,2400,,,,,,,,
44,100,4,2004,CC,Classic Cars,4400,,,,,,,,
37,100,6,2004,CC,Classic Cars,3700,,,,,,,,
20,100,7,2004,CC,Classic Cars,2000,,,,,,,,
39,100,8,2004,CC,Classic Cars,3900,,,,,,,,
44,100,8,2004,CC,Classic Cars,4400,,,,,,,,
22,100,10,2003,CC,Classic Cars,2200,,,,,,,,
43,100,10,2004,CC,Classic Cars,4300,,,,,,,,
27,100,11,2004,CC,Classic Cars,2700,,,,,,,,
26,64.9,11,2004,CC,Classic Cars,1687.4,,,,,,,,
25,52.32,11,2004,CC,Classic Cars,1308,,,,,,,,
49,100,1,2005,CC,Classic Cars,4900,,,,,,,,
29,100,2,2005,CC,Classic Cars,2900,,,,,,,,
41,100,4,2005,CC,Classic Cars,4100,,,,,,,,
55,100,5,2005,CC,Classic Cars,5500,,,,,,,,
23,100,1,2003,CC,Classic Cars,2300,,,,,,,,
46,100,3,2003,CC,Classic Cars,4600,,,,,,,,
48,100,4,2003,CC,Classic Cars,4800,,,,,,,,
25,100,5,2003,CC,Classic Cars,2500,,,,,,,,
22,100,6,2003,CC,Classic Cars,2200,,,,,,,,
41,100,7,2003,CC,Classic Cars,4100,,,,,,,,
34,100,8,2003,CC,Classic Cars,3400,,,,,,,,
32,100,9,2003,CC,Classic Cars,3200,,,,,,,,
21,100,9,2003,CC,Classic Cars,2100,,,,,,,,
20,100,10,2003,CC,Classic Cars,2000,,,,,,,,
47,100,10,2003,CC,Classic Cars,4700,,,,,,,,
39,100,11,2003,CC,Classic Cars,3900,,,,,,,,
29,100,11,2003,CC,Classic Cars,2900,,,,,,,,
45,100,11,2003,CC,Classic Cars,4500,,,,,,,,
28,100,11,2003,CC,Classic Cars,2800,,,,,,,,
26,100,11,2003,CC,Classic Cars,2600,,,,,,,,
50,100,11,2003,CC,Classic Cars,5000,,,,,,,,
48,100,12,2003,CC,Classic Cars,4800,,,,,,,,
25,100,12,2003,CC,Classic Cars,2500,,,,,,,,
40,100,1,2004,CC,Classic Cars,4000,,,,,,,,
43,100,2,2004,CC,Classic Cars,4300,,,,,,,,
22,100,3,2004,CC,Classic Cars,2200,,,,,,,,
47,100,4,2004,CC,Classic Cars,4700,,,,,,,,
36,100,5,2004,CC,Classic Cars,3600,,,,,,,,
40,100,6,2004,CC,Classic Cars,4000,,,,,,,,
27,100,6,2004,CC,Classic Cars,2700,,,,,,,,
29,100,7,2004,CC,Classic Cars,2900,,,,,,,,
20,100,7,2004,CC,Classic Cars,2000,,,,,,,,
42,100,8,2004,CC,Classic Cars,4200,,,,,,,,
25,100,8,2004,CC,Classic Cars,2500,,,,,,,,
36,100,8,2004,CC,Classic Cars,3600,,,,,,,,
21,100,9,2004,CC,Classic Cars,2100,,,,,,,,
23,100,10,2003,CC,Classic Cars,2300,,,,,,,,
37,100,10,2004,CC,Classic Cars,3700,,,,,,,,
48,100,10,2004,CC,Classic Cars,4800,,,,,,,,
25,100,10,2004,CC,Classic Cars,2500,,,,,,,,
33,100,11,2004,CC,Classic Cars,3300,,,,,,,,
27,100,11,2004,CC,Classic Cars,2700,,,,,,,,
27,100,11,2004,CC,Classic Cars,2700,,,,,,,,
20,100,11,2004,CC,Classic Cars,2000,,,,,,,,
30,100,11,2004,CC,Classic Cars,3000,,,,,,,,
48,100,12,2004,CC,Classic Cars,4800,,,,,,,,
32,93.49,12,2004,CC,Classic Cars,2991.68,,,,,,,,
34,100,1,2005,CC,Classic Cars,3400,,,,,,,,
27,56.85,1,2005,CC,Classic Cars,1534.95,,,,,,,,
39,100,2,2005,CC,Classic Cars,3900,,,,,,,,
47,100,2,2005,CC,Classic Cars,4700,,,,,,,,
22,100,3,2005,CC,Classic Cars,2200,,,,,,,,
55,100,4,2005,CC,Classic Cars,5500,,,,,,,,
60,100,5,2005,CC,Classic Cars,6000,,,,,,,,
35,100,5,2005,CC,Classic Cars,3500,,,,,,,,
28,100,5,2005,CC,Classic Cars,2800,,,,,,,,
26,68.35,3,2003,CC,Classic Cars,1777.1,,,,,,,,
21,73.17,5,2003,CC,Classic Cars,1536.57,,,,,,,,
45,78,7,2003,CC,Classic Cars,3510,,,,,,,,
36,86.04,9,2003,CC,Classic Cars,3097.44,,,,,,,,
21,81.21,10,2003,CC,Classic Cars,1705.41,,,,,,,,
32,70.76,11,2003,CC,Classic Cars,2264.32,,,,,,,,
30,82.82,11,2003,CC,Classic Cars,2484.6,,,,,,,,
36,94.88,11,2003,CC,Classic Cars,3415.68,,,,,,,,
33,86.04,12,2003,CC,Classic Cars,2839.32,,,,,,,,
35,78,1,2004,CC,Classic Cars,2730,,,,,,,,
37,95.69,2,2004,CC,Classic Cars,3540.53,,,,,,,,
41,73.17,4,2004,CC,Classic Cars,2999.97,,,,,,,,
20,76.39,5,2004,CC,Classic Cars,1527.8,,,,,,,,
45,86.84,7,2004,CC,Classic Cars,3907.8,,,,,,,,
38,69.96,8,2004,CC,Classic Cars,2658.48,,,,,,,,
43,70.76,8,2004,CC,Classic Cars,3042.68,,,,,,,,
49,78.8,10,2003,CC,Classic Cars,3861.2,,,,,,,,
27,80.41,10,2004,CC,Classic Cars,2171.07,,,,,,,,
46,73.98,11,2004,CC,Classic Cars,3403.08,,,,,,,,
38,59.1,11,2004,CC,Classic Cars,2245.8,,,,,,,,
25,66.74,11,2004,CC,Classic Cars,1668.5,,,,,,,,
46,60.3,1,2005,CC,Classic Cars,2773.8,,,,,,,,
22,100,2,2005,CC,Classic Cars,2200,,,,,,,,
40,100,3,2005,CC,Classic Cars,4000,,,,,,,,
29,100,3,2003,CC,Classic Cars,2900,,,,,,,,
21,100,5,2003,CC,Classic Cars,2100,,,,,,,,
42,100,7,2003,CC,Classic Cars,4200,,,,,,,,
37,100,9,2003,CC,Classic Cars,3700,,,,,,,,
25,100,10,2003,CC,Classic Cars,2500,,,,,,,,
36,100,11,2003,CC,Classic Cars,3600,,,,,,,,
22,100,11,2003,CC,Classic Cars,2200,,,,,,,,
23,100,11,2003,CC,Classic Cars,2300,,,,,,,,
32,100,12,2003,CC,Classic Cars,3200,,,,,,,,
28,100,1,2004,CC,Classic Cars,2800,,,,,,,,
27,100,2,2004,CC,Classic Cars,2700,,,,,,,,
49,100,4,2004,CC,Classic Cars,4900,,,,,,,,
41,100,5,2004,CC,Classic Cars,4100,,,,,,,,
49,100,7,2004,CC,Classic Cars,4900,,,,,,,,
30,100,8,2004,CC,Classic Cars,3000,,,,,,,,
40,100,8,2004,CC,Classic Cars,4000,,,,,,,,
23,100,10,2003,CC,Classic Cars,2300,,,,,,,,
49,100,10,2004,CC,Classic Cars,4900,,,,,,,,
25,100,11,2004,CC,Classic Cars,2500,,,,,,,,
37,100,11,2004,CC,Classic Cars,3700,,,,,,,,
55,100,11,2004,CC,Classic Cars,5500,,,,,,,,
23,100,12,2004,CC,Classic Cars,2300,,,,,,,,
24,100,1,2005,CC,Classic Cars,2400,,,,,,,,
43,96.49,2,2005,CC,Classic Cars,4149.07,,,,,,,,
50,100,3,2005,CC,Classic Cars,5000,,,,,,,,
47,100,3,2003,CC,Classic Cars,4700,,,,,,,,
34,100,5,2003,CC,Classic Cars,3400,,,,,,,,
31,100,7,2003,CC,Classic Cars,3100,,,,,,,,
28,100,9,2003,CC,Classic Cars,2800,,,,,,,,
36,100,10,2003,CC,Classic Cars,3600,,,,,,,,
48,100,11,2003,CC,Classic Cars,4800,,,,,,,,
39,100,11,2003,CC,Classic Cars,3900,,,,,,,,
45,100,11,2003,CC,Classic Cars,4500,,,,,,,,
35,100,12,2003,CC,Classic Cars,3500,,,,,,,,
45,100,1,2004,CC,Classic Cars,4500,,,,,,,,
46,100,2,2004,CC,Classic Cars,4600,,,,,,,,
37,100,4,2004,CC,Classic Cars,3700,,,,,,,,
31,100,6,2004,CC,Classic Cars,3100,,,,,,,,
33,100,7,2004,CC,Classic Cars,3300,,,,,,,,
31,100,8,2004,CC,Classic Cars,3100,,,,,,,,
27,100,8,2004,CC,Classic Cars,2700,,,,,,,,
39,100,10,2003,CC,Classic Cars,3900,,,,,,,,
32,100,10,2004,CC,Classic Cars,3200,,,,,,,,
28,100,11,2004,CC,Classic Cars,2800,,,,,,,,
26,67.91,11,2004,CC,Classic Cars,1765.66,,,,,,,,
44,84.88,11,2004,CC,Classic Cars,3734.72,,,,,,,,
46,100,1,2005,CC,Classic Cars,4600,,,,,,,,
32,70.83,2,2005,CC,Classic Cars,2266.56,,,,,,,,
65,100,4,2005,CC,Classic Cars,6500,,,,,,,,
43,100,5,2005,CC,Classic Cars,4300,,,,,,,,
38,100,1,2003,CC,Classic Cars,3800,,,,,,,,
22,100,4,2003,CC,Classic Cars,2200,,,,,,,,
25,100,6,2003,CC,Classic Cars,2500,,,,,,,,
24,100,8,2003,CC,Classic Cars,2400,,,,,,,,
35,100,9,2003,CC,Classic Cars,3500,,,,,,,,
28,100,10,2003,CC,Classic Cars,2800,,,,,,,,
36,100,11,2003,CC,Classic Cars,3600,,,,,,,,
39,100,11,2003,CC,Classic Cars,3900,,,,,,,,
27,100,11,2003,CC,Classic Cars,2700,,,,,,,,
40,100,12,2003,CC,Classic Cars,4000,,,,,,,,
50,100,2,2004,CC,Classic Cars,5000,,,,,,,,
42,100,3,2004,CC,Classic Cars,4200,,,,,,,,
48,100,5,2004,CC,Classic Cars,4800,,,,,,,,
25,100,7,2004,CC,Classic Cars,2500,,,,,,,,
31,100,8,2004,CC,Classic Cars,3100,,,,,,,,
44,100,9,2004,CC,Classic Cars,4400,,,,,,,,
23,100,10,2004,CC,Classic Cars,2300,,,,,,,,
29,100,10,2004,CC,Classic Cars,2900,,,,,,,,
49,100,11,2004,CC,Classic Cars,4900,,,,,,,,
36,100,11,2004,CC,Classic Cars,3600,,,,,,,,
34,100,12,2004,CC,Classic Cars,3400,,,,,,,,
25,100,12,2004,CC,Classic Cars,2500,,,,,,,,
48,100,1,2005,CC,Classic Cars,4800,,,,,,,,
38,100,2,2005,CC,Classic Cars,3800,,,,,,,,
37,100,3,2005,CC,Classic Cars,3700,,,,,,,,
49,100,5,2005,CC,Classic Cars,4900,,,,,,,,
44,100,3,2003,CC,Classic Cars,4400,,,,,,,,
28,100,5,2003,CC,Classic Cars,2800,,,,,,,,
31,100,7,2003,CC,Classic Cars,3100,,,,,,,,
29,100,9,2003,CC,Classic Cars,2900,,,,,,,,
32,100,10,2003,CC,Classic Cars,3200,,,,,,,,
33,100,11,2003,CC,Classic Cars,3300,,,,,,,,
44,100,11,2003,CC,Classic Cars,4400,,,,,,,,
32,100,11,2003,CC,Classic Cars,3200,,,,,,,,
41,100,1,2004,CC,Classic Cars,4100,,,,,,,,
35,100,2,2004,CC,Classic Cars,3500,,,,,,,,
44,100,4,2004,CC,Classic Cars,4400,,,,,,,,
26,100,5,2004,CC,Classic Cars,2600,,,,,,,,
20,100,6,2004,CC,Classic Cars,2000,,,,,,,,
48,100,8,2004,CC,Classic Cars,4800,,,,,,,,
34,100,8,2004,CC,Classic Cars,3400,,,,,,,,
49,100,9,2004,CC,Classic Cars,4900,,,,,,,,
40,100,10,2004,CC,Classic Cars,4000,,,,,,,,
45,100,11,2004,CC,Classic Cars,4500,,,,,,,,
50,100,11,2004,CC,Classic Cars,5000,,,,,,,,
38,100,11,2004,CC,Classic Cars,3800,,,,,,,,
25,100,12,2004,CC,Classic Cars,2500,,,,,,,,
28,58.18,1,2005,CC,Classic Cars,1629.04,,,,,,,,
49,67.14,2,2005,CC,Classic Cars,3289.86,,,,,,,,
49,100,3,2005,CC,Classic Cars,4900,,,,,,,,
42,61.29,3,2003,CC,Classic Cars,2574.18,,,,,,,,
23,57.73,5,2003,CC,Classic Cars,1327.79,,,,,,,,
29,81.25,9,2003,CC,Classic Cars,2356.25,,,,,,,,
25,80.54,10,2003,CC,Classic Cars,2013.5,,,,,,,,
39,71.98,11,2003,CC,Classic Cars,2807.22,,,,,,,,
44,69.84,11,2003,CC,Classic Cars,3072.96,,,,,,,,
25,76.26,11,2003,CC,Classic Cars,1906.5,,,,,,,,
45,76.26,12,2003,CC,Classic Cars,3431.7,,,,,,,,
25,83.39,1,2004,CC,Classic Cars,2084.75,,,,,,,,
37,57.73,3,2004,CC,Classic Cars,2136.01,,,,,,,,
30,66.99,4,2004,CC,Classic Cars,2009.7,,,,,,,,
36,75.55,7,2004,CC,Classic Cars,2719.8,,,,,,,,
26,60.58,8,2004,CC,Classic Cars,1575.08,,,,,,,,
23,73.41,9,2004,CC,Classic Cars,1688.43,,,,,,,,
23,72.7,10,2003,CC,Classic Cars,1672.1,,,,,,,,
25,66.99,10,2004,CC,Classic Cars,1674.75,,,,,,,,
21,100,11,2004,CC,Classic Cars,2100,,,,,,,,
26,63.43,11,2004,CC,Classic Cars,1649.18,,,,,,,,
44,85.25,1,2005,CC,Classic Cars,3751,,,,,,,,
24,100,2,2005,CC,Classic Cars,2400,,,,,,,,
66,66.99,4,2005,CC,Classic Cars,4421.34,,,,,,,,
36,57.73,5,2005,CC,Classic Cars,2078.28,,,,,,,,
36,85.25,3,2003,CC,Classic Cars,3069,,,,,,,,
22,77.9,5,2003,CC,Classic Cars,1713.8,,,,,,,,
25,60.26,9,2003,CC,Classic Cars,1506.5,,,,,,,,
37,72.76,10,2003,CC,Classic Cars,2692.12,,,,,,,,
32,75.69,11,2003,CC,Classic Cars,2422.08,,,,,,,,
47,74.22,11,2003,CC,Classic Cars,3488.34,,,,,,,,
37,69.82,11,2003,CC,Classic Cars,2583.34,,,,,,,,
20,62.47,12,2003,CC,Classic Cars,1249.4,,,,,,,,
41,82.31,1,2004,CC,Classic Cars,3374.71,,,,,,,,
21,60.26,2,2004,CC,Classic Cars,1265.46,,,,,,,,
22,76.43,4,2004,CC,Classic Cars,1681.46,,,,,,,,
40,80.1,7,2004,CC,Classic Cars,3204,,,,,,,,
32,74.96,8,2004,CC,Classic Cars,2398.72,,,,,,,,
36,66.14,9,2004,CC,Classic Cars,2381.04,,,,,,,,
27,72.02,10,2003,CC,Classic Cars,1944.54,,,,,,,,
26,87.45,10,2004,CC,Classic Cars,2273.7,,,,,,,,
30,70.55,11,2004,CC,Classic Cars,2116.5,,,,,,,,
23,56.84,11,2004,CC,Classic Cars,1307.32,,,,,,,,
29,59.53,11,2004,CC,Classic Cars,1726.37,,,,,,,,
21,60.37,1,2005,CC,Classic Cars,1267.77,,,,,,,,
34,100,2,2005,CC,Classic Cars,3400,,,,,,,,
26,76.43,4,2005,CC,Classic Cars,1987.18,,,,,,,,
60,64.67,5,2005,CC,Classic Cars,3880.2,,,,,,,,
35,55.49,1,2003,CC,Classic Cars,1942.15,,,,,,,,
47,69.36,4,2003,CC,Classic Cars,3259.92,,,,,,,,
20,60.69,6,2003,CC,Classic Cars,1213.8,,,,,,,,
20,54.33,8,2003,CC,Classic Cars,1086.6,,,,,,,,
25,65.31,9,2003,CC,Classic Cars,1632.75,,,,,,,,
25,69.36,10,2003,CC,Classic Cars,1734,,,,,,,,
27,68.78,11,2003,CC,Classic Cars,1857.06,,,,,,,,
31,60.11,11,2003,CC,Classic Cars,1863.41,,,,,,,,
44,66.47,11,2003,CC,Classic Cars,2924.68,,,,,,,,
49,46.82,12,2003,CC,Classic Cars,2294.18,,,,,,,,
26,56.07,2,2004,CC,Classic Cars,1457.82,,,,,,,,
36,54.33,3,2004,CC,Classic Cars,1955.88,,,,,,,,
44,52.6,5,2004,CC,Classic Cars,2314.4,,,,,,,,
28,46.82,6,2004,CC,Classic Cars,1310.96,,,,,,,,
45,64.74,7,2004,CC,Classic Cars,2913.3,,,,,,,,
29,46.82,8,2004,CC,Classic Cars,1357.78,,,,,,,,
40,53.75,9,2004,CC,Classic Cars,2150,,,,,,,,
45,61.85,10,2004,CC,Classic Cars,2783.25,,,,,,,,
44,53.18,10,2004,CC,Classic Cars,2339.92,,,,,,,,
25,69.16,11,2004,CC,Classic Cars,1729,,,,,,,,
45,100,11,2004,CC,Classic Cars,4500,,,,,,,,
48,47.4,12,2004,CC,Classic Cars,2275.2,,,,,,,,
44,60.76,12,2004,CC,Classic Cars,2673.44,,,,,,,,
25,97.27,1,2005,CC,Classic Cars,2431.75,,,,,,,,
22,91.76,2,2005,CC,Classic Cars,2018.72,,,,,,,,
31,50.29,3,2005,CC,Classic Cars,1558.99,,,,,,,,
21,52.6,5,2005,CC,Classic Cars,1104.6,,,,,,,,
55,46.82,5,2005,CC,Classic Cars,2575.1,,,,,,,,
29,59.37,3,2003,CC,Classic Cars,1721.73,,,,,,,,
50,59.87,5,2003,CC,Classic Cars,2993.5,,,,,,,,
26,49.81,7,2003,CC,Classic Cars,1295.06,,,,,,,,
47,56.85,9,2003,CC,Classic Cars,2671.95,,,,,,,,
23,53.33,10,2003,CC,Classic Cars,1226.59,,,,,,,,
34,42.76,11,2003,CC,Classic Cars,1453.84,,,,,,,,
34,53.83,11,2003,CC,Classic Cars,1830.22,,,,,,,,
47,53.83,11,2003,CC,Classic Cars,2530.01,,,,,,,,
45,49.81,12,2003,CC,Classic Cars,2241.45,,,,,,,,
45,53.33,1,2004,CC,Classic Cars,2399.85,,,,,,,,
36,43.27,2,2004,CC,Classic Cars,1557.72,,,,,,,,
21,40.25,4,2004,CC,Classic Cars,845.25,,,,,,,,
28,48.3,7,2004,CC,Classic Cars,1352.4,,,,,,,,
35,45.28,8,2004,CC,Classic Cars,1584.8,,,,,,,,
50,52.32,9,2004,CC,Classic Cars,2616,,,,,,,,
22,51.32,10,2003,CC,Classic Cars,1129.04,,,,,,,,
45,49.3,10,2004,CC,Classic Cars,2218.5,,,,,,,,
48,42.26,11,2004,CC,Classic Cars,2028.48,,,,,,,,
20,87.96,11,2004,CC,Classic Cars,1759.2,,,,,,,,
27,36.21,11,2004,CC,Classic Cars,977.67,,,,,,,,
38,38.5,1,2005,CC,Classic Cars,1463,,,,,,,,
32,100,2,2005,CC,Classic Cars,3200,,,,,,,,
64,40.25,4,2005,CC,Classic Cars,2576,,,,,,,,
37,60.37,5,2005,CC,Classic Cars,2233.69,,,,,,,,
43,78.15,3,2003,CC,Classic Cars,3360.45,,,,,,,,
32,72.7,5,2003,CC,Classic Cars,2326.4,,,,,,,,
21,73.6,9,2003,CC,Classic Cars,1545.6,,,,,,,,
20,100,10,2003,CC,Classic Cars,2000,,,,,,,,
22,74.51,11,2003,CC,Classic Cars,1639.22,,,,,,,,
36,73.6,11,2003,CC,Classic Cars,2649.6,,,,,,,,
46,83.6,11,2003,CC,Classic Cars,3845.6,,,,,,,,
47,96.32,12,2003,CC,Classic Cars,4527.04,,,,,,,,
45,88.14,1,2004,CC,Classic Cars,3966.3,,,,,,,,
47,88.14,3,2004,CC,Classic Cars,4142.58,,,,,,,,
47,94.5,4,2004,CC,Classic Cars,4441.5,,,,,,,,
38,87.24,7,2004,CC,Classic Cars,3315.12,,,,,,,,
49,79.97,8,2004,CC,Classic Cars,3918.53,,,,,,,,
35,80.87,9,2004,CC,Classic Cars,2830.45,,,,,,,,
49,100,10,2003,CC,Classic Cars,4900,,,,,,,,
28,93.6,10,2004,CC,Classic Cars,2620.8,,,,,,,,
30,72.7,11,2004,CC,Classic Cars,2181,,,,,,,,
39,86.72,11,2004,CC,Classic Cars,3382.08,,,,,,,,
25,100,11,2004,CC,Classic Cars,2500,,,,,,,,
40,100,1,2005,CC,Classic Cars,4000,,,,,,,,
36,37.5,2,2005,CC,Classic Cars,1350,,,,,,,,
76,94.5,4,2005,CC,Classic Cars,7182,,,,,,,,
39,100,5,2005,CC,Classic Cars,3900,,,,,,,,
44,39.6,1,2003,CC,Classic Cars,1742.4,,,,,,,,
24,30.06,4,2003,CC,Classic Cars,721.44,,,,,,,,
39,38.19,6,2003,CC,Classic Cars,1489.41,,,,,,,,
21,42.43,8,2003,CC,Classic Cars,891.03,,,,,,,,
30,40.31,9,2003,CC,Classic Cars,1209.3,,,,,,,,
27,31.82,10,2003,CC,Classic Cars,859.14,,,,,,,,
37,31.12,11,2003,CC,Classic Cars,1151.44,,,,,,,,
42,31.82,11,2003,CC,Classic Cars,1336.44,,,,,,,,
32,28.29,11,2003,CC,Classic Cars,905.28,,,,,,,,
42,29.7,12,2003,CC,Classic Cars,1247.4,,,,,,,,
21,40.31,2,2004,CC,Classic Cars,846.51,,,,,,,,
33,32.88,3,2004,CC,Classic Cars,1085.04,,,,,,,,
49,36.07,5,2004,CC,Classic Cars,1767.43,,,,,,,,
31,33.24,6,2004,CC,Classic Cars,1030.44,,,,,,,,
38,41.72,7,2004,CC,Classic Cars,1585.36,,,,,,,,
20,40.66,8,2004,CC,Classic Cars,813.2,,,,,,,,
39,30.06,9,2004,CC,Classic Cars,1172.34,,,,,,,,
48,31.47,10,2004,CC,Classic Cars,1510.56,,,,,,,,
39,37.13,10,2004,CC,Classic Cars,1448.07,,,,,,,,
30,100,11,2004,CC,Classic Cars,3000,,,,,,,,
33,37.13,11,2004,CC,Classic Cars,1225.29,,,,,,,,
36,37.13,12,2004,CC,Classic Cars,1336.68,,,,,,,,
36,82.94,12,2004,CC,Classic Cars,2985.84,,,,,,,,
45,100,1,2005,CC,Classic Cars,4500,,,,,,,,
40,100,2,2005,CC,Classic Cars,4000,,,,,,,,
46,38.9,3,2005,CC,Classic Cars,1789.4,,,,,,,,
30,36.07,5,2005,CC,Classic Cars,1082.1,,,,,,,,
31,33.24,5,2005,CC,Classic Cars,1030.44,,,,,,,,
46,100,3,2003,CC,Classic Cars,4600,,,,,,,,
25,93.95,5,2003,CC,Classic Cars,2348.75,,,,,,,,
34,100,9,2003,CC,Classic Cars,3400,,,,,,,,
25,100,10,2003,CC,Classic Cars,2500,,,,,,,,
23,100,11,2003,CC,Classic Cars,2300,,,,,,,,
20,100,11,2003,CC,Classic Cars,2000,,,,,,,,
23,100,11,2003,CC,Classic Cars,2300,,,,,,,,
42,100,12,2003,CC,Classic Cars,4200,,,,,,,,
27,100,1,2004,CC,Classic Cars,2700,,,,,,,,
33,100,3,2004,CC,Classic Cars,3300,,,,,,,,
28,98.65,4,2004,CC,Classic Cars,2762.2,,,,,,,,
43,100,7,2004,CC,Classic Cars,4300,,,,,,,,
48,100,8,2004,CC,Classic Cars,4800,,,,,,,,
48,100,9,2004,CC,Classic Cars,4800,,,,,,,,
45,100,10,2003,CC,Classic Cars,4500,,,,,,,,
43,100,10,2004,CC,Classic Cars,4300,,,,,,,,
44,42.26,11,2004,CC,Classic Cars,1859.44,,,,,,,,
24,87.24,11,2004,CC,Classic Cars,2093.76,,,,,,,,
31,100,1,2005,CC,Classic Cars,3100,,,,,,,,
44,36.29,2,2005,CC,Classic Cars,1596.76,,,,,,,,
59,98.65,4,2005,CC,Classic Cars,5820.35,,,,,,,,
55,96.3,5,2005,CC,Classic Cars,5296.5,,,,,,,,
29,32.1,3,2003,CC,Classic Cars,930.9,,,,,,,,
39,30.96,5,2003,CC,Classic Cars,1207.44,,,,,,,,
20,35.87,7,2003,CC,Classic Cars,717.4,,,,,,,,
25,42.67,9,2003,CC,Classic Cars,1066.75,,,,,,,,
42,37,10,2003,CC,Classic Cars,1554,,,,,,,,
36,35.49,11,2003,CC,Classic Cars,1277.64,,,,,,,,
37,42.67,11,2003,CC,Classic Cars,1578.79,,,,,,,,
30,30.59,11,2003,CC,Classic Cars,917.7,,,,,,,,
21,37,12,2003,CC,Classic Cars,777,,,,,,,,
34,43.42,1,2004,CC,Classic Cars,1476.28,,,,,,,,
42,36.63,2,2004,CC,Classic Cars,1538.46,,,,,,,,
20,44.56,4,2004,CC,Classic Cars,891.2,,,,,,,,
40,42.67,6,2004,CC,Classic Cars,1706.8,,,,,,,,
34,40.4,7,2004,CC,Classic Cars,1373.6,,,,,,,,
31,38.89,8,2004,CC,Classic Cars,1205.59,,,,,,,,
36,39.65,8,2004,CC,Classic Cars,1427.4,,,,,,,,
48,34.36,10,2003,CC,Classic Cars,1649.28,,,,,,,,
33,41.91,10,2004,CC,Classic Cars,1383.03,,,,,,,,
37,33.23,11,2004,CC,Classic Cars,1229.51,,,,,,,,
27,42.24,11,2004,CC,Classic Cars,1140.48,,,,,,,,
39,40.4,11,2004,CC,Classic Cars,1575.6,,,,,,,,
36,38.52,12,2004,CC,Classic Cars,1386.72,,,,,,,,
36,100,1,2005,CC,Classic Cars,3600,,,,,,,,
